ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato,Sexo
33908,Ana Lucia Castro Mendoza,Finanzas,Controller Financiero,2914,1101,211,337,4226,4563,2025,,Planta Industrial,Full-Time,femenino
33909,Miguel Rafael Martinez Martinez,Logistica,Gestor de Flota,2144,424,885,1379,3453,4832,2025,,Planta Industrial (Matriz),Full-Time,masculino
33910,Camila Gabriela Rodriguez Lopez,Comercial / Ventas,Preventista (BEES),4089,660,588,773,5337,6110,2025,,Planta Industrial,Full-Time,femenino
33911,Veronica Veronica Ortega Delgado,Comercial / Ventas,Preventista (BEES),1372,536,744,1118,2652,3770,2025,,Planta Industrial,Part-Time,femenino
33912,Veronica Rosa Delgado Ortega,Logistica,Planificador de Demanda,2238,575,142,390,2955,3345,2025,,Planta Industrial (Matriz),Full-Time,femenino
33913,Eduardo Jose Martinez Torres,Finanzas,Controller Financiero,2438,124,270,657,2832,3489,2025,,Oficinas Administrativas,Full-Time,masculino
33914,Andrea Lucia Suarez Flores,People (RRHH),Business Partner,3446,1372,583,686,5401,6087,2025,,Centros de Distribucion,Part-Time,femenino
33915,Sergio Pedro Sanchez Herrera,People (RRHH),Reclutador (Trainee),3935,1346,507,,5788,5788,2025,,Oficinas Administrativas,Full-Time,masculino
33916,Natalia Silvia Lopez Vargas,Finanzas,Controller Financiero,1052,1254,727,1175,3033,4208,2025,,Oficinas Administrativas,Part-Time,femenino
33917,Eduardo Alberto Morales Martinez,Logistica,Planificador de Demanda,2529,932,544,888,4005,4893,2025,,Planta Industrial,Full-Time,masculino
33918,Carmen Paula Perez Vargas,Sostenibilidad,Coordinador de Agro,2718,481,554,,3753,3753,2025,,Planta Industrial,Full-Time,femenino
33919,Claudia Camila Gonzalez Torres,People (RRHH),Business Partner,835,775,98,1270,1708,2978,2025,,Oficina Regional,,femenino
33920,Laura Daniela Rojas Ramirez,Logistica,Planificador de Demanda,4681,316,352,751,5349,6100,2025,,Planta Industrial (Matriz),Full-Time,femenino
33921,Ana Monica Lopez Herrera,Sostenibilidad,Coordinador de Agro,4105,230,152,1257,4487,5744,2025,,Planta Industrial,Full-Time,femenino
33922,Rafael Mario Morales Lopez,Finanzas,Controller Financiero,2846,1052,803,916,4701,5617,2025,,Oficinas Administrativas,Part-Time,masculino
33923,Natalia Elena Flores Martinez,Logistica,Planificador de Demanda,3284,859,330,680,4473,5153,2025,,Centros de Distribucion,Full-Time,femenino
33924,Monica Monica Castro Gonzalez,Marketing,Brand Manager,4038,846,274,1089,5158,6247,2025,,Planta Industrial (Matriz),Part-Time,femenino
33925,Juan Andres Ortega Ramirez,Comercial / Ventas,Key Account Manager,2684,1449,101,1064,4234,5298,2025,,Centros de Distribucion,,masculino
33926,Sergio Pedro Sanchez Flores,Finanzas,Controller Financiero,4440,1483,535,1217,6458,7675,2025,,Oficinas Administrativas,Full-Time,masculino
33927,Andres Sergio Flores Herrera,Tecnologia (Tech),Analista de Datos,4491,1489,804,650,6784,7434,2025,,Planta Industrial (Matriz),Full-Time,masculino
33928,Veronica Camila Castro Suarez,Operaciones (Supply),Maestro Cervecero,2153,299,277,,2729,2729,2025,,Oficina Regional,Part-Time,femenino
33929,Victor Jose Suarez Herrera,Operaciones (Supply),Operador de Envasado,4686,417,962,1312,6065,7377,2025,,Oficinas Administrativas,Part-Time,masculino
33930,Ana Monica Morales Suarez,Comercial / Ventas,Preventista (BEES),1154,791,579,590,2524,3114,2025,,Oficina Regional,Full-Time,femenino
33931,Julio Fernando Mendoza Lopez,Tecnologia (Tech),Analista de Datos,1527,739,587,1498,2853,4351,2025,,Centros de Distribucion,Part-Time,masculino
33932,Alberto Carlos Diaz Mendoza,People (RRHH),Business Partner,3126,124,42,,3292,3292,2025,,Centros de Distribucion,Full-Time,masculino
33933,Fernando Jorge Mendoza Castro,Operaciones (Supply),Analista de Calidad,1152,479,230,944,1861,2805,2025,,Oficina Regional,Full-Time,masculino
33934,Diego Jorge Herrera Martinez,Logistica,Gestor de Flota,2555,1247,573,1236,4375,5611,2025,,Oficinas Administrativas,Full-Time,masculino
33935,Claudia Valentina Martinez Sanchez,Marketing,Brand Manager,1366,1050,719,1156,3135,4291,2025,,Oficinas Administrativas,Part-Time,femenino
33936,Pedro Juan Flores Castro,People (RRHH),Reclutador (Trainee),4631,1421,683,532,6735,7267,2025,,Oficina Regional,Full-Time,masculino
33937,Fernando Miguel Morales Castro,Marketing,Brand Manager,4421,944,992,853,6357,7210,2025,,Centros de Distribucion,,masculino
33938,Sergio Ricardo Gonzalez Mendoza,Operaciones (Supply),Maestro Cervecero,1763,1290,586,1010,3639,4649,2025,,Oficinas Administrativas,Full-Time,masculino
33939,Maria Elena Perez Ramirez,Comercial / Ventas,Key Account Manager,842,676,832,219,2350,2569,2025,,Planta Industrial,Part-Time,femenino
33940,Andres Andres Gonzalez Vargas,Comercial / Ventas,Key Account Manager,4357,839,99,802,5295,6097,2025,,Centros de Distribucion,Part-Time,masculino
33941,Hugo Andres Torres Sanchez,People (RRHH),Business Partner,4267,788,160,277,5215,5492,2025,,Oficinas Administrativas,Part-Time,masculino
33942,Carlos Jorge Torres Rodriguez,People (RRHH),Business Partner,1610,1221,128,1344,2959,4303,2025,,Oficina Regional,Full-Time,masculino
33943,Mario Miguel Sanchez Herrera,People (RRHH),Business Partner,3318,269,493,,4080,4080,2025,,Oficinas Administrativas,Part-Time,masculino
33944,Sergio Diego Castro Delgado,People (RRHH),Reclutador (Trainee),2793,697,73,840,3563,4403,2025,,Oficina Regional,Full-Time,masculino
33945,Eduardo Juan Torres Mendoza,Sostenibilidad,Coordinador de Agro,1023,1356,133,480,2512,2992,2025,,Planta Industrial,Full-Time,masculino
33946,Eduardo Alberto Herrera Perez,Marketing,Trade Marketing,3953,1398,885,905,6236,7141,2025,,Oficinas Administrativas,Full-Time,masculino
33947,Monica Rosa Suarez Suarez,Operaciones (Supply),Analista de Calidad,4661,1229,628,767,6518,7285,2025,,Oficinas Administrativas,Part-Time,femenino
33948,Rosa Patricia Garcia Mendoza,Sostenibilidad,Coordinador de Agro,3534,111,692,271,4337,4608,2025,,Centros de Distribucion,,femenino
33949,Claudia Maria Suarez Flores,Operaciones (Supply),Analista de Calidad,1292,1216,187,1418,2695,4113,2025,,Planta Industrial,Part-Time,femenino
33950,Monica Carmen Perez Flores,Operaciones (Supply),Maestro Cervecero,3669,1283,647,960,5599,6559,2025,,Oficina Regional,Full-Time,femenino
33951,Elena Andrea Mendoza Martinez,Operaciones (Supply),Maestro Cervecero,4669,1352,504,319,6525,6844,2025,,Planta Industrial,Full-Time,femenino
33952,Laura Rosa Diaz Ortega,Marketing,Brand Manager,2461,1154,222,441,3837,4278,2025,,Oficina Regional,Part-Time,femenino
33953,Andres Alberto Castro Suarez,Operaciones (Supply),Analista de Calidad,2721,942,151,1314,3814,5128,2025,,Planta Industrial,,masculino
33954,Gabriela Elena Rodriguez Rojas,Comercial / Ventas,Key Account Manager,4509,665,683,1052,5857,6909,2025,,Oficinas Administrativas,Part-Time,femenino
33955,Ana Laura Rojas Ortega,Finanzas,Controller Financiero,4283,527,175,1456,4985,6441,2025,,Planta Industrial (Matriz),Full-Time,femenino
33956,Andres Ricardo Ramirez Diaz,Sostenibilidad,Coordinador de Agro,1002,562,556,676,2120,2796,2025,,Planta Industrial,Full-Time,masculino
33957,Victor Jose Gonzalez Sanchez,Sostenibilidad,Coordinador de Agro,2373,730,307,407,3410,3817,2025,,Planta Industrial,,masculino
33958,Valentina Camila Ramirez Garcia,Logistica,Planificador de Demanda,4847,812,774,1243,6433,7676,2025,,Planta Industrial,Full-Time,femenino
33959,Ana Sofia Delgado Morales,People (RRHH),Reclutador (Trainee),2572,1139,128,1379,3839,5218,2025,,Planta Industrial,,femenino
33960,Victor Diego Diaz Gonzalez,Finanzas,Controller Financiero,1133,,914,939,2047,2986,2025,,Planta Industrial (Matriz),Part-Time,masculino
33961,Ricardo Raul Torres Flores,Operaciones (Supply),Analista de Calidad,1141,359,946,969,2446,3415,2025,,Oficinas Administrativas,Part-Time,masculino
33962,Patricia Rosa Lopez Ortega,Operaciones (Supply),Maestro Cervecero,3934,991,398,1264,5323,6587,2025,,Oficina Regional,Part-Time,femenino
33963,Natalia Monica Sanchez Gonzalez,People (RRHH),Reclutador (Trainee),1535,121,97,1246,1753,2999,2025,,Centros de Distribucion,Part-Time,femenino
33964,Gabriela Ana Martinez Flores,Logistica,Gestor de Flota,4611,1124,89,291,5824,6115,2025,,Planta Industrial,Part-Time,femenino
33965,Patricia Camila Rodriguez Rojas,People (RRHH),Business Partner,4957,219,915,467,6091,6558,2025,,Oficina Regional,Full-Time,femenino
33966,Jose Jorge Castro Gonzalez,Finanzas,Controller Financiero,1171,368,659,298,2198,2496,2025,,Centros de Distribucion,Part-Time,masculino
33967,Elena Patricia Lopez Castro,Operaciones (Supply),Operador de Envasado,1020,1365,990,935,3375,4310,2025,,Oficina Regional,Part-Time,femenino
33968,Jose Ricardo Ramirez Gonzalez,Marketing,Brand Manager,4113,1367,610,1004,6090,7094,2025,,Centros de Distribucion,Part-Time,masculino
33969,Ricardo Jose Garcia Sanchez,Operaciones (Supply),Analista de Calidad,1193,927,691,824,2811,3635,2025,,Planta Industrial (Matriz),Part-Time,masculino
33970,Rafael Diego Martinez Flores,Comercial / Ventas,Key Account Manager,3136,710,943,223,4789,5012,2025,,Oficinas Administrativas,Full-Time,masculino
33971,Julio Diego Vargas Ramirez,Marketing,Trade Marketing,3063,1131,566,813,4760,5573,2025,,Planta Industrial,Full-Time,masculino
33972,Ana Paula Delgado Mendoza,Marketing,Trade Marketing,2432,1317,823,470,4572,5042,2025,,Oficinas Administrativas,Full-Time,femenino
33973,Valentina Carmen Perez Torres,Logistica,Gestor de Flota,2609,653,217,606,3479,4085,2025,,Planta Industrial,Full-Time,femenino
33974,Lucia Lucia Ortega Delgado,People (RRHH),Reclutador (Trainee),3849,1461,406,1061,5716,6777,2025,,Oficina Regional,Part-Time,femenino
33975,Mario Jorge Martinez Vargas,Operaciones (Supply),Analista de Calidad,4399,736,222,1074,5357,6431,2025,,Planta Industrial,Part-Time,masculino
33976,Ricardo Sergio Martinez Diaz,People (RRHH),Reclutador (Trainee),3695,1045,95,1387,4835,6222,2025,,Centros de Distribucion,,masculino
33977,Silvia Camila Ortega Herrera,Logistica,Planificador de Demanda,3063,1334,249,893,4646,5539,2025,,Oficina Regional,Full-Time,femenino
33978,Jose Rafael Morales Garcia,People (RRHH),Reclutador (Trainee),1917,498,192,575,2607,3182,2025,,Centros de Distribucion,Full-Time,masculino
33979,Sofia Lucia Herrera Gonzalez,Operaciones (Supply),Analista de Calidad,2651,949,409,1090,4009,5099,2025,,Planta Industrial (Matriz),Full-Time,femenino
33980,Sergio Carlos Herrera Herrera,Operaciones (Supply),Analista de Calidad,2633,1109,457,1147,4199,5346,2025,,Planta Industrial,Part-Time,masculino
33981,Fernando Hugo Rodriguez Ortega,Marketing,Trade Marketing,2801,950,969,378,4720,5098,2025,,Oficinas Administrativas,Part-Time,masculino
33982,Alberto Miguel Ortega Rodriguez,Logistica,Planificador de Demanda,2225,595,799,1306,3619,4925,2025,,Oficinas Administrativas,Part-Time,masculino
33983,Claudia Claudia Lopez Sanchez,Marketing,Brand Manager,1022,1265,279,612,2566,3178,2025,,Oficina Regional,Part-Time,femenino
33984,Maria Claudia Martinez Mendoza,Operaciones (Supply),Maestro Cervecero,3041,519,19,1349,3579,4928,2025,,Centros de Distribucion,Part-Time,femenino
33985,Diego Raul Perez Rojas,Logistica,Gestor de Flota,4378,327,784,832,5489,6321,2025,,Oficina Regional,Part-Time,masculino
33986,Jorge Eduardo Mendoza Gonzalez,Comercial / Ventas,Preventista (BEES),4485,199,204,1024,4888,5912,2025,,Oficinas Administrativas,Full-Time,masculino
33987,Carmen Lucia Rodriguez Diaz,Operaciones (Supply),Analista de Calidad,2158,1130,17,378,3305,3683,2025,,Oficina Regional,,femenino
33988,Andres Raul Lopez Gonzalez,Marketing,Brand Manager,3064,439,675,438,4178,4616,2025,,Oficinas Administrativas,Part-Time,masculino
33989,Juan Jose Suarez Torres,Marketing,Brand Manager,3444,943,313,926,4700,5626,2025,,Planta Industrial,Full-Time,masculino
33990,Silvia Gabriela Torres Castro,Comercial / Ventas,Key Account Manager,1114,226,740,1174,2080,3254,2025,,Planta Industrial (Matriz),Part-Time,femenino
33991,Rosa Gabriela Delgado Ramirez,Operaciones (Supply),Operador de Envasado,4467,223,598,937,5288,6225,2025,,Planta Industrial,Full-Time,femenino
33992,Miguel Hugo Garcia Torres,Comercial / Ventas,Key Account Manager,3827,982,186,856,4995,5851,2025,,Oficina Regional,Full-Time,masculino
33993,Jorge Hugo Martinez Rodriguez,Logistica,Gestor de Flota,1328,1025,699,1490,3052,4542,2025,,Oficina Regional,Part-Time,masculino
33994,Gabriela Valentina Martinez Rodriguez,Logistica,Gestor de Flota,840,860,747,953,2447,3400,2025,,Centros de Distribucion,Part-Time,femenino
33995,Maria Claudia Martinez Sanchez,Comercial / Ventas,Preventista (BEES),845,670,444,883,1959,2842,2025,,Planta Industrial (Matriz),,femenino
33996,Silvia Carmen Gonzalez Mendoza,Marketing,Brand Manager,3914,1258,245,463,5417,5880,2025,,Oficinas Administrativas,Full-Time,femenino
33997,Natalia Laura Sanchez Sanchez,Comercial / Ventas,Key Account Manager,3189,1248,745,402,5182,5584,2025,,Centros de Distribucion,Part-Time,femenino
33998,Natalia Gabriela Garcia Garcia,Operaciones (Supply),Analista de Calidad,3227,1379,980,1382,5586,6968,2025,,Planta Industrial (Matriz),Full-Time,femenino
33999,Paula Camila Morales Lopez,Marketing,Brand Manager,4881,628,778,995,6287,7282,2025,,Oficinas Administrativas,Part-Time,femenino
34000,Gabriela Claudia Morales Ramirez,Tecnologia (Tech),Analista de Datos,3087,398,454,1009,3939,4948,2025,,Planta Industrial (Matriz),Full-Time,femenino
34001,Juan Raul Rojas Rojas,People (RRHH),Business Partner,2913,796,799,1308,4508,5816,2025,,Oficina Regional,Full-Time,masculino
34002,Ana Ana Rojas Perez,Operaciones (Supply),Maestro Cervecero,2080,857,177,,3114,3114,2025,,Oficina Regional,Full-Time,femenino
34003,Pedro Carlos Ramirez Diaz,Marketing,Trade Marketing,1295,165,311,1037,1771,2808,2025,,Centros de Distribucion,Part-Time,masculino
34004,Maria Patricia Sanchez Perez,Marketing,Trade Marketing,1096,1075,542,560,2713,3273,2025,,Centros de Distribucion,Full-Time,femenino
34005,Andrea Ana Gonzalez Herrera,Comercial / Ventas,Preventista (BEES),1634,1426,389,1311,3449,4760,2025,,Centros de Distribucion,Part-Time,femenino
34006,Natalia Elena Delgado Martinez,Comercial / Ventas,Key Account Manager,1378,510,287,653,2175,2828,2025,,Oficinas Administrativas,Part-Time,femenino
34007,Daniela Patricia Flores Suarez,Finanzas,Controller Financiero,1081,1054,696,820,2831,3651,2025,,Planta Industrial,Part-Time,femenino
34008,Veronica Sofia Martinez Rojas,People (RRHH),Reclutador (Trainee),1904,806,761,953,3471,4424,2025,,Planta Industrial (Matriz),Full-Time,femenino
34009,Miguel Jose Sanchez Ortega,People (RRHH),Business Partner,4892,1265,521,,6678,6678,2025,,Oficinas Administrativas,Full-Time,masculino
34010,Carlos Jorge Herrera Suarez,Comercial / Ventas,Preventista (BEES),3285,432,57,364,3774,4138,2025,,Planta Industrial (Matriz),Part-Time,masculino
34011,Laura Carmen Ramirez Perez,People (RRHH),Business Partner,4664,311,803,1483,5778,7261,2025,,Oficinas Administrativas,Part-Time,femenino
34012,Maria Maria Sanchez Perez,People (RRHH),Reclutador (Trainee),1927,273,777,705,2977,3682,2025,,Planta Industrial,Full-Time,femenino
34013,Carmen Patricia Sanchez Ortega,Operaciones (Supply),Operador de Envasado,1611,436,923,,2970,2970,2025,,Centros de Distribucion,Full-Time,femenino
34014,Luis Jorge Garcia Torres,Marketing,Trade Marketing,4173,1268,712,1481,6153,7634,2025,,Oficina Regional,Part-Time,masculino
34015,Daniela Carmen Perez Morales,Finanzas,Controller Financiero,2167,854,352,938,3373,4311,2025,,Planta Industrial,Part-Time,femenino
34016,Diego Julio Mendoza Martinez,Operaciones (Supply),Operador de Envasado,1881,1498,436,1487,3815,5302,2025,,Planta Industrial (Matriz),Full-Time,masculino
34017,Luis Victor Martinez Rojas,People (RRHH),Business Partner,1159,1252,386,898,2797,3695,2025,,Planta Industrial,Part-Time,masculino
34018,Lucia Veronica Garcia Garcia,Operaciones (Supply),Maestro Cervecero,2671,1132,680,1376,4483,5859,2025,,Planta Industrial,Part-Time,femenino
34019,Mario Luis Rodriguez Mendoza,Finanzas,Controller Financiero,1243,1476,563,611,3282,3893,2025,,Planta Industrial (Matriz),Part-Time,masculino
34020,Daniela Daniela Castro Garcia,Sostenibilidad,Coordinador de Agro,2026,819,632,254,3477,3731,2025,,Planta Industrial (Matriz),,femenino
34021,Daniela Andrea Garcia Diaz,Tecnologia (Tech),Analista de Datos,2714,1333,176,925,4223,5148,2025,,Centros de Distribucion,Full-Time,femenino
34022,Raul Carlos Suarez Flores,Logistica,Gestor de Flota,1847,1274,893,934,4014,4948,2025,,Planta Industrial,Part-Time,masculino
34023,Jose Fernando Martinez Garcia,People (RRHH),Business Partner,2080,393,86,785,2559,3344,2025,,Oficinas Administrativas,Full-Time,masculino
34024,Lucia Daniela Lopez Torres,Operaciones (Supply),Maestro Cervecero,4324,434,678,1290,5436,6726,2025,,Centros de Distribucion,,femenino
34025,Daniela Elena Flores Gonzalez,Comercial / Ventas,Key Account Manager,3710,1409,976,787,6095,6882,2025,,Oficina Regional,,femenino
34026,Valentina Laura Torres Torres,Operaciones (Supply),Analista de Calidad,1493,1361,809,1471,3663,5134,2025,,Planta Industrial (Matriz),Full-Time,femenino
34027,Andres Sergio Flores Castro,Logistica,Planificador de Demanda,3866,512,517,241,4895,5136,2025,,Centros de Distribucion,Full-Time,masculino
34028,Claudia Camila Gonzalez Mendoza,Operaciones (Supply),Maestro Cervecero,2013,747,509,1135,3269,4404,2025,,Oficinas Administrativas,Full-Time,femenino
34029,Rafael Mario Gonzalez Flores,Sostenibilidad,Coordinador de Agro,3040,499,919,707,4458,5165,2025,,Centros de Distribucion,Part-Time,masculino
34030,Julio Luis Martinez Ortega,Sostenibilidad,Coordinador de Agro,4792,531,42,1440,5365,6805,2025,,Planta Industrial,Full-Time,masculino
34031,Ricardo Andres Delgado Rodriguez,Finanzas,Controller Financiero,3117,766,392,793,4275,5068,2025,,Centros de Distribucion,Part-Time,masculino
34032,Natalia Carmen Diaz Morales,Marketing,Brand Manager,2681,879,984,269,4544,4813,2025,,Centros de Distribucion,Part-Time,femenino
34033,Andres Victor Gonzalez Diaz,Logistica,Planificador de Demanda,3314,1042,35,,4391,4391,2025,,Oficina Regional,,masculino
34034,Elena Laura Diaz Delgado,People (RRHH),Reclutador (Trainee),4626,1085,780,258,6491,6749,2025,,Oficinas Administrativas,Full-Time,femenino
34035,Maria Silvia Rodriguez Gonzalez,Logistica,Planificador de Demanda,4442,704,163,,5309,5309,2025,,Oficinas Administrativas,,femenino
34036,Carlos Diego Lopez Ramirez,Finanzas,Controller Financiero,2484,1302,66,204,3852,4056,2025,,Oficina Regional,Part-Time,masculino
